Tran ID,Cat,Item,Qty,Unit Price
32688,legumes,chickpeas,3,5.12
32694,fruits,bananas,1,6.72
32694,fruits,bananas,4,6.72
32694,vegetables,carrots,1,6.05
32694,fruits,oranges,3,9.44
32701,vegetables,lettuce,4,9.11
32701,vegetables,potatos,4,1.97
32707,fruits,oranges,1,9.44
32711,LEGUMES,Chickpeas,4,5.12
32722,vegetables,carrots,4,6.05
32722,vegetables,carrots,2,6.05
32722,legumes,navy beans,1,0.24
32726,vegetables,broccoli,2,2.18
32731,legumes,lentils,3,1.73
32738,legumes,navy beans,1,0.24
32738,legumes,lentils,5,1.73
32749,fruits,oranges,3,9.44
32749,vegetables,carrots,1,6.05
32749,fruits,oranges,1,9.44
32749,vegetables,broccoli,2,2.18
32755,legumes,black-eyed peas,3,8.23
32757,legumes,black-eyed peas,4,8.23
32757,legumes,navy beans,1,0.24
32757,fruits,bananas,3,6.72
32757,legumes,chickpeas,3,5.12
32760,vegetables,lettuce,1,9.11
32760,legumes,lentils,5,1.73
32766,,,5,8.23
32766,,navy beans,3,0.24
32783,legumes,black-eyed peas,5,8.23
32783,legumes,navy beans,2,0.24
32783,fruits,grapes,3,3.2
32785,legumes,chickpeas,5,5.12
32790,legumes,black-eyed peas,2,8.23
32798,fruits,oranges,5,9.44
32798,fruits,grapes,1,3.2
32800,legumes,black-eyed peas,2,8.23
32800,vegetables,lettuce,1,9.11
32800,vegetables,potatos,2,1.97
32802,vegetables,broccoli,3,2.18
32806,vegetables,broccoli,1,2.18
32806,legumes,black-eyed peas,5,8.23
32806,vegetables,potatos,1,1.97
32806,vegetables,carrots,4,6.05
32817,vegetables,broccoli,3,2.18
32817,fruits,apples,4,9.6
32817,fruits,grapes,1,3.2
32825,vegetables,potatos,5,1.97
32825,vegetables,broccoli,3,2.18
32825,fruits,oranges,3,9.44
32825,vegetables,carrots,3,6.05
32826,fruits,bananas,1,6.72
32828,vegetables,carrots,3,6.05
32828,vegetables,potatos,3,1.97
32828,fruits,apples,3,9.6
32828,legumes,black-eyed peas,2,8.23
32831,legumes,black-eyed peas,3,8.23
32831,vegetables,lettuce,3,9.11
32831,vegetables,potatos,5,1.97
32841,fruits,apples,2,9.6
32841,vegetables,potatos,1,1.97
32841,fruits,grapes,3,3.2
32841,fruits,apples,4,9.6
32844,fruits,bananas,3,6.72
32844,fruits,bananas,5,6.72
32844,fruits,bananas,5,6.72
32844,fruits,oranges,5,9.44
32853,,,3,1.97
32860,fruits,apples,5,9.6
32870,legumes,navy beans,1,0.24
32870,legumes,navy beans,1,0.24
32870,vegetables,broccoli,5,2.18
32878,legumes,navy beans,2,0.24
32878,vegetables,lettuce,5,9.11
32878,fruits,oranges,5,9.44
32878,fruits,apples,5,9.6
32900,vegetables,broccoli,3,2.18
32900,fruits,bananas,4,6.72
32910,,,1,8.23
32917,vegetables,potatos,4,1.97
32917,fruits,apples,4,9.6
32917,legumes,black-eyed peas,4,8.23
32924,vegetables,carrots,4,6.05
32924,legumes,black-eyed peas,3,8.23
32924,legumes,chickpeas,4,5.12
32925,fruits,oranges,5,9.44
32930,fruits,oranges,1,9.44
32930,vegetables,potatos,5,1.97
32930,vegetables,lettuce,3,9.11
32930,fruits,grapes,4,3.2
32939,fruits,bananas,1,6.72
32950,vegetables,broccoli,4,2.18
32950,fruits,grapes,1,3.2
32950,vegetables,lettuce,3,9.11
32957,legumes,lentils,4,1.73
32967,fruits,oranges,1,9.44
32976,vegetables,potatos,2,1.97
32976,legumes,lentils,4,1.73
32976,fruits,grapes,3,3.2
32976,legumes,black-eyed peas,2,8.23
32986,vegetables,broccoli,1,2.18
32986,legumes,lentils,2,1.73
32996,vegetables,lettuce,3,9.11
32996,vegetables,carrots,4,6.05
32998,fruits,bananas,3,6.72
33009,fruits,bananas,2,6.72
33009,vegetables,potatos,3,1.97
33009,legumes,navy beans,3,0.24
33016,fruits,apples,5,9.6
33016,vegetables,carrots,5,6.05
33016,legumes,lentils,4,1.73
33016,legumes,black-eyed peas,2,8.23
33025,legumes,chickpeas,2,5.12
33025,vegetables,carrots,2,6.05
33025,fruits,apples,1,9.6
33025,fruits,oranges,2,9.44
33034,vegetables,potatos,5,1.97
33034,vegetables,lettuce,3,9.11
33042,fruits,grapes,4,3.2
33045,legumes,chickpeas,2,5.12
33045,vegetables,carrots,2,6.05
33052,fruits,oranges,1,9.44
33052,legumes,chickpeas,5,5.12
33052,vegetables,potatos,1,1.97
33062,vegetables,potatos,4,1.97
33062,vegetables,broccoli,4,2.18
33062,legumes,navy beans,3,0.24
33064,legumes,black-eyed peas,5,8.23
33064,legumes,chickpeas,3,5.12
33070,fruits,apples,5,9.6
33070,legumes,black-eyed peas,5,8.23
33070,legumes,navy beans,5,0.24
33070,legumes,chickpeas,4,5.12
33078,fruits,bananas,1,6.72
33078,fruits,apples,1,9.6
33078,legumes,black-eyed peas,4,8.23
33078,legumes,black-eyed peas,1,8.23
33089,legumes,black-eyed peas,5,8.23
33089,fruits,grapes,2,3.2
33089,legumes,chickpeas,5,5.12
33100,fruits,apples,1,9.6
33100,fruits,oranges,5,9.44
33100,vegetables,potatos,4,1.97
33128,fruits,bananas,4,6.72
33128,legumes,navy beans,1,0.24
33128,vegetables,carrots,3,6.05
33128,legumes,lentils,4,1.73
33137,vegetables,broccoli,5,2.18
33140,fruits,bananas,4,6.72
33140,legumes,black-eyed peas,1,8.23
33142,fruits,apples,5,9.6
33150,fruits,apples,3,9.6
33150,fruits,apples,5,9.6
33160,fruits,apples,5,9.6
33164,legumes,black-eyed peas,1,8.23
33164,legumes,navy beans,2,0.24
33164,fruits,apples,2,9.6
33176,vegetables,carrots,2,6.05
33176,vegetables,carrots,2,6.05
33184,vegetables,carrots,4,6.05
33184,legumes,lentils,5,1.73
33191,legumes,black-eyed peas,1,8.23
33191,vegetables,lettuce,4,9.11
33191,legumes,navy beans,3,0.24
33204,legumes,navy beans,3,0.24
33204,vegetables,broccoli,4,2.18
33212,fruits,oranges,5,9.44
33220,legumes,black-eyed peas,3,8.23
33220,legumes,navy beans,1,0.24
33220,legumes,black-eyed peas,1,8.23
33228,legumes,black-eyed peas,3,8.23
33228,fruits,apples,3,9.6
33231,fruits,oranges,5,9.44
33231,legumes,black-eyed peas,3,8.23
33231,legumes,navy beans,1,0.24
33234,legumes,chickpeas,3,5.12
33244,Legumes,lentils,,1.73
33262,legumes,chickpeas,5,5.12
33262,legumes,black-eyed peas,4,8.23
33262,legumes,chickpeas,4,5.12
33263,legumes,black-eyed peas,1,8.23
33263,vegetables,broccoli,2,2.18
33263,vegetables,lettuce,4,9.11
33264,vegetables,broccoli,5,2.18
33264,legumes,black-eyed peas,4,8.23
33264,vegetables,broccoli,3,2.18
33276,legumes,navy beans,2,0.24
33276,fruits,grapes,2,3.2
33276,fruits,apples,5,9.6
33276,fruits,grapes,4,3.2
33287,fruits,oranges,5,9.44
33287,vegetables,carrots,5,6.05
33295,legumes,chickpeas,3,5.12
33295,legumes,navy beans,4,0.24
33303,vegetables,carrots,2,6.05
33314,fruits,oranges,3,9.44
33318,vegetables,lettuce,5,9.11
33318,vegetables,lettuce,1,9.11
33318,legumes,black-eyed peas,1,8.23
33319,fruits,grapes,5,3.2
33326,vegetables,potatos,5,1.97
33326,legumes,navy beans,2,0.24
33326,legumes,navy beans,4,0.24
33326,fruits,apples,4,9.6
33327,vegetables,lettuce,5,9.11
33336,fruits,grapes,1,3.2
33342,fruits,apples,4,9.6
33342,fruits,apples,2,9.6
33342,fruits,apples,1,9.6
33342,legumes,lentils,2,1.73
33351,legumes,chickpeas,5,5.12
33351,vegetables,potatos,4,1.97
33359,vegetables,lettuce,1,9.11
33359,fruits,grapes,2,3.2
33359,fruits,grapes,3,3.2
33359,legumes,lentils,5,1.73
33367,legumes,navy beans,4,0.24
33367,fruits,bananas,2,6.72
33367,fruits,bananas,3,6.72
33376,vegetables,carrots,4,6.05
33376,legumes,lentils,1,1.73
33376,legumes,black-eyed peas,3,8.23
33376,vegetables,carrots,1,6.05
33377,fruits,bananas,2,6.72
33377,fruits,bananas,2,6.72
33388,fruits,grapes,4,3.2
33388,fruits,apples,2,9.6
33388,fruits,grapes,4,3.2
33388,legumes,lentils,3,1.73
33394,vegetables,lettuce,2,9.11
33394,legumes,navy beans,1,0.24
33394,vegetables,potatos,1,1.97
33394,vegetables,lettuce,2,9.11
33398,fruits,grapes,1,3.2
33398,fruits,apples,2,9.6
33401,legumes,navy beans,5,0.24
33401,legumes,lentils,2,1.73
33401,fruits,bananas,3,6.72
33401,vegetables,broccoli,2,2.18
33411,fruits,grapes,4,3.2
33411,fruits,apples,1,9.6
33411,vegetables,lettuce,4,9.11
33415,vegetables,lettuce,3,9.11
33415,vegetables,potatos,3,1.97
33415,legumes,lentils,4,1.73
33415,vegetables,broccoli,1,2.18
33420,fruits,grapes,1,3.2
33420,legumes,chickpeas,3,5.12
33420,fruits,oranges,3,9.44
33441,legumes,black-eyed peas,5,8.23
33443,vegetables,lettuce,1,9.11
33443,vegetables,potatos,5,1.97
33443,vegetables,lettuce,3,9.11
33451,fruits,oranges,5,9.44
33451,vegetables,broccoli,2,2.18
33451,fruits,apples,5,9.6
33451,fruits,grapes,2,3.2
33463,vegetables,carrots,2,6.05
33463,vegetables,broccoli,1,2.18
33463,legumes,black-eyed peas,1,8.23
33471,vegetables,potatos,5,1.97
33471,legumes,navy beans,3,0.24
33484,fruits,grapes,5,3.2
33484,vegetables,carrots,4,6.05
33484,fruits,apples,1,9.6
33484,legumes,lentils,2,1.73
33495,fruits,oranges,1,9.44
33495,vegetables,lettuce,4,9.11
33495,fruits,apples,1,9.6
33496,vegetables,broccoli,3,2.18
33496,legumes,black-eyed peas,2,8.23
33501,vegetables,broccoli,5,2.18
33501,legumes,navy beans,2,0.24
33501,fruits,bananas,4,6.72
33510,legumes,black-eyed peas,4,8.23
33510,vegetables,broccoli,1,2.18
33521,legumes,lentils,5,1.73
33529,,,5,1.97
33532,vegetables,potatos,5,1.97
33532,vegetables,broccoli,2,2.18
33535,vegetables,broccoli,3,2.18
33535,legumes,chickpeas,1,5.12
33543,legumes,navy beans,3,0.24
33543,vegetables,potatos,5,1.97
33543,fruits,bananas,1,6.72
33543,vegetables,broccoli,3,2.18
33544,fruits,grapes,2,3.2
33544,fruits,grapes,4,3.2
33544,fruits,grapes,2,3.2
33546,fruits,oranges,2,9.44
33549,fruits,oranges,5,9.44
33553,vegetables,lettuce,3,9.11
33553,fruits,bananas,1,6.72
33559,fruits,bananas,1,6.72
33562,legumes,chickpeas,1,5.12
33562,vegetables,potatos,1,1.97
33562,legumes,lentils,1,1.73
33562,fruits,apples,5,9.6
33573,legumes,lentils,3,1.73
33573,fruits,apples,2,9.6
33573,vegetables,potatos,5,1.97
33573,legumes,chickpeas,3,5.12
33583,fruits,bananas,1,6.72
33583,vegetables,lettuce,4,9.11
33583,vegetables,lettuce,1,9.11
33583,fruits,apples,1,9.6
33587,fruits,bananas,4,6.72
33587,legumes,navy beans,3,0.24
33587,vegetables,broccoli,4,2.18
33608,legumes,black-eyed peas,2,8.23
33608,vegetables,potatos,2,1.97
33608,fruits,oranges,4,9.44
33610,legumes,navy beans,2,0.24
33610,vegetables,lettuce,5,9.11
33614,legumes,black-eyed peas,3,8.23
33614,legumes,black-eyed peas,5,8.23
33614,legumes,black-eyed peas,2,8.23
33614,fruits,grapes,1,3.2
33615,vegetables,potatos,5,1.97
33615,legumes,black-eyed peas,5,8.23
33615,vegetables,carrots,4,6.05
33625,vegetables,potatos,3,1.97
33625,vegetables,broccoli,1,2.18
33633,fruits,bananas,1,6.72
33633,legumes,navy beans,3,0.24
33633,fruits,oranges,1,9.44
33633,fruits,grapes,4,3.2
33639,fruits,bananas,3,6.72
33639,fruits,bananas,4,6.72
33639,legumes,chickpeas,4,5.12
33639,vegetables,carrots,2,6.05
33647,vegetables,lettuce,5,9.11
33649,fruits,bananas,1,6.72
33649,legumes,navy beans,3,0.24
33655,fruits,apples,3,9.6
33663,vegetables,lettuce,5,9.11
33663,fruits,oranges,2,9.44
33671,vegetables,broccoli,1,2.18
33671,legumes,chickpeas,2,5.12
33671,vegetables,lettuce,5,9.11
33671,fruits,oranges,1,9.44
33699,legumes,chickpeas,5,5.12
33708,fruits,apples,3,9.6
33710,legumes,navy beans,5,0.24
33710,legumes,lentils,2,1.73
33710,legumes,chickpeas,4,5.12
33712,fruits,bananas,4,6.72
33722,legumes,lentils,3,1.73
33727,legumes,navy beans,4,0.24
33727,vegetables,broccoli,1,2.18
33728,legumes,navy beans,5,0.24
33728,vegetables,broccoli,3,2.18
33728,fruits,grapes,2,3.2
33728,vegetables,broccoli,4,2.18
33731,vegetables,lettuce,2,9.11
33731,vegetables,lettuce,5,9.11
33735,fruits,grapes,5,3.2
33740,vegetables,broccoli,4,2.18
33744,fruits,bananas,4,6.72
33744,vegetables,carrots,2,6.05
33744,vegetables,carrots,1,6.05
33753,fruits,bananas,5,6.72
33753,fruits,grapes,4,3.2
33753,legumes,chickpeas,2,5.12
33757,vegetables,carrots,1,6.05
33764,vegetables,carrots,1,6.05
33764,fruits,oranges,3,9.44
33774,fruits,bananas,3,6.72
33774,legumes,lentils,3,1.73
33774,fruits,bananas,5,6.72
33785,legumes,chickpeas,2,5.12
33785,vegetables,lettuce,1,9.11
33785,legumes,navy beans,4,0.24
33786,vegetables,carrots,3,6.05
33786,legumes,black-eyed peas,2,8.23
33797,fruits,apples,3,9.6
33797,vegetables,lettuce,1,9.11
33797,vegetables,lettuce,2,9.11
33797,legumes,navy beans,4,0.24
33808,legumes,black-eyed peas,4,8.23
33808,fruits,apples,4,9.6
33812,fruits,oranges,5,9.44
33812,fruits,apples,5,9.6
33817,fruits,grapes,3,3.2
33826,vegetables,carrots,5,6.05
33826,vegetables,potatos,5,1.97
33826,vegetables,potatos,5,1.97
33826,fruits,grapes,4,3.2
33830,legumes,lentils,4,1.73
33830,fruits,apples,2,9.6
33830,legumes,lentils,1,1.73
33833,vegetables,CARROTS,3,6.05
33833,Legumes,LENTILS,,1.73
33833,vegetables,CARROTS,,6.05
33833,,,5,9.44
33843,fruits,grapes,5,3.2
33843,vegetables,potatos,4,1.97
33843,fruits,apples,4,9.6
33847,legumes,navy beans,3,0.24
33847,legumes,lentils,5,1.73
33847,vegetables,lettuce,2,9.11
33853,legumes,black-eyed peas,3,8.23
33853,vegetables,broccoli,5,2.18
33853,fruits,oranges,2,9.44
33853,fruits,grapes,4,3.2
33858,legumes,chickpeas,1,5.12
33859,fruits,grapes,1,3.2
33859,vegetables,potatos,4,1.97
33859,fruits,grapes,3,3.2
33865,legumes,navy beans,2,0.24
33865,legumes,chickpeas,4,5.12
33865,legumes,lentils,5,1.73
33876,fruits,oranges,3,9.44
33876,legumes,black-eyed peas,3,8.23
33876,fruits,oranges,5,9.44
33879,fruits,bananas,5,6.72
33879,vegetables,broccoli,2,2.18
33879,legumes,lentils,1,1.73
33884,legumes,navy beans,2,0.24
33884,fruits,grapes,5,3.2
33884,vegetables,carrots,3,6.05
33886,vegetables,potatos,5,1.97
33886,legumes,navy beans,5,0.24
33889,fruits,apples,3,9.6
33889,vegetables,lettuce,3,9.11
33898,vegetables,broccoli,5,2.18
33898,legumes,black-eyed peas,2,8.23
33900,fruits,bananas,3,6.72
33911,vegetables,potatos,5,1.97
33911,fruits,oranges,3,9.44
33911,fruits,oranges,3,9.44
33911,fruits,bananas,4,6.72
33923,fruits,bananas,4,6.72
33923,legumes,black-eyed peas,1,8.23
33923,fruits,apples,3,9.6
33932,fruits,oranges,2,9.44
33932,fruits,oranges,5,9.44
33943,legumes,black-eyed peas,4,8.23
33943,legumes,chickpeas,4,5.12
33951,legumes,black-eyed peas,5,8.23
33968,legumes,black-eyed peas,2,8.23
33968,vegetables,carrots,2,6.05
33968,fruits,grapes,3,3.2
33968,legumes,chickpeas,4,5.12
33976,legumes,chickpeas,5,5.12
33976,vegetables,broccoli,4,2.18
33986,legumes,navy beans,3,0.24
33988,vegetables,carrots,3,6.05
33988,fruits,apples,3,9.6
33993,legumes,lentils,2,1.73
33993,vegetables,carrots,2,6.05
34001,LEGUMES,,3,8.23
34001,Vegetables,,,9.11
34001,legumes,navy beans,1,0.24
34025,fruits,bananas,2,6.72
34028,legumes,lentils,1,1.73
34028,fruits,apples,4,9.6
34028,legumes,navy beans,1,0.24
34042,fruits,bananas,4,6.72
34042,legumes,chickpeas,2,5.12
34042,legumes,lentils,5,1.73
34042,fruits,apples,5,9.6
34049,legumes,black-eyed peas,2,8.23
34049,legumes,navy beans,5,0.24
34049,fruits,apples,4,9.6
34055,vegetables,broccoli,2,2.18
34057,vegetables,potatos,3,1.97
34057,vegetables,carrots,5,6.05
34057,fruits,grapes,5,3.2
34060,vegetables,lettuce,2,9.11
34060,vegetables,carrots,1,6.05
34070,vegetables,broccoli,4,2.18
34070,vegetables,potatos,2,1.97
34070,legumes,navy beans,5,0.24
34074,legumes,lentils,4,1.73
34074,vegetables,broccoli,4,2.18
34085,fruits,grapes,2,3.2
34092,fruits,bananas,1,6.72
34092,vegetables,lettuce,3,9.11
34094,fruits,grapes,1,3.2
34094,legumes,chickpeas,2,5.12
34094,fruits,grapes,1,3.2
34094,fruits,bananas,2,6.72
34107,vegetables,carrots,5,6.05
34115,fruits,oranges,5,9.44
34115,fruits,oranges,3,9.44
34115,fruits,apples,3,9.6
34115,legumes,navy beans,1,0.24
34118,fruits,apples,3,9.6
34118,fruits,grapes,5,3.2
34118,vegetables,broccoli,2,2.18
34121,legumes,navy beans,3,0.24
34131,fruits,grapes,3,3.2
34131,fruits,grapes,1,3.2
34131,fruits,apples,1,9.6
34152,vegetables,lettuce,2,9.11
34152,legumes,chickpeas,2,5.12
34152,legumes,lentils,2,1.73
34152,vegetables,carrots,4,6.05
34160,vegetables,carrots,4,6.05
34161,vegetables,broccoli,4,2.18
34161,fruits,oranges,3,9.44
34161,fruits,apples,5,9.6
34171,vegetables,carrots,3,6.05
34171,legumes,black-eyed peas,2,8.23
34178,legumes,navy beans,4,0.24
34178,fruits,grapes,1,3.2
34178,legumes,chickpeas,2,5.12
34184,legumes,lentils,4,1.73
34184,vegetables,lettuce,5,9.11
34184,fruits,grapes,1,3.2
34184,vegetables,potatos,3,1.97
34195,legumes,navy beans,3,0.24
34195,vegetables,carrots,1,6.05
34195,vegetables,carrots,5,6.05
34202,legumes,black-eyed peas,1,8.23
34202,legumes,lentils,1,1.73
34223,vegetables,broccoli,1,2.18
34231,legumes,chickpeas,5,5.12
34231,legumes,black-eyed peas,5,8.23
34237,fruits,grapes,5,3.2
34237,legumes,black-eyed peas,1,8.23
34237,legumes,black-eyed peas,2,8.23
34237,legumes,navy beans,4,0.24
34241,fruits,oranges,4,9.44
34241,vegetables,lettuce,4,9.11
34241,legumes,lentils,4,1.73
34241,vegetables,carrots,4,6.05
34251,fruits,grapes,4,3.2
34260,vegetables,lettuce,2,9.11
34264,vegetables,lettuce,4,9.11
34264,legumes,chickpeas,1,5.12
34264,legumes,navy beans,5,0.24
34264,legumes,lentils,2,1.73
34274,fruits,oranges,5,9.44
34274,fruits,oranges,1,9.44
34274,vegetables,potatos,4,1.97
34274,fruits,oranges,5,9.44
34276,vegetables,potatos,5,1.97
34286,fruits,bananas,1,6.72
34286,legumes,chickpeas,2,5.12
34292,fruits,grapes,1,3.2
34292,legumes,black-eyed peas,4,8.23
34292,legumes,lentils,4,1.73
34303,,,4,6.72
34309,fruits,oranges,4,9.44
34309,fruits,bananas,1,6.72
34309,fruits,bananas,3,6.72
34313,vegetables,broccoli,5,2.18
34313,vegetables,lettuce,4,9.11
34313,vegetables,lettuce,4,9.11
34318,vegetables,potatos,4,1.97
34318,legumes,lentils,3,1.73
34321,vegetables,lettuce,1,9.11
34338,legumes,black-eyed peas,1,8.23
34346,vegetables,potatos,2,1.97
34346,fruits,bananas,3,6.72
34346,vegetables,potatos,2,1.97
34346,legumes,black-eyed peas,4,8.23
34354,fruits,oranges,1,9.44
34354,fruits,oranges,1,9.44
34363,fruits,oranges,4,9.44
34363,legumes,black-eyed peas,4,8.23
34363,fruits,grapes,4,3.2
34371,vegetables,lettuce,3,9.11
34376,fruits,oranges,3,9.44
34376,legumes,navy beans,1,0.24
34376,fruits,apples,2,9.6
34378,legumes,black-eyed peas,1,8.23
34393,fruits,grapes,3,3.2
34393,vegetables,potatos,4,1.97
34396,fruits,apples,3,9.6
34407,legumes,black-eyed peas,1,8.23
34407,fruits,bananas,1,6.72
34407,fruits,grapes,1,3.2
34415,legumes,chickpeas,4,5.12
34415,fruits,oranges,1,9.44
34426,fruits,bananas,2,6.72
34426,fruits,grapes,3,3.2
34426,vegetables,broccoli,4,2.18
34426,vegetables,lettuce,2,9.11
34436,fruits,bananas,4,6.72
34436,legumes,chickpeas,3,5.12
34436,vegetables,lettuce,1,9.11
34436,legumes,chickpeas,5,5.12
34443,vegetables,potatos,1,1.97
34443,legumes,navy beans,3,0.24
34443,fruits,oranges,3,9.44
34443,fruits,bananas,1,6.72
34445,fruits,bananas,4,6.72
34445,fruits,apples,4,9.6
34445,fruits,apples,1,9.6
34451,fruits,grapes,3,3.2
34451,fruits,bananas,5,6.72
34455,vegetables,lettuce,1,9.11
34455,fruits,apples,5,9.6
34455,legumes,navy beans,5,0.24
34455,vegetables,broccoli,3,2.18
34465,fruits,apples,2,9.6
34465,vegetables,potatos,2,1.97
34476,fruits,oranges,1,9.44
34476,vegetables,carrots,1,6.05
34476,legumes,navy beans,3,0.24
34478,fruits,apples,5,9.6
34484,legumes,navy beans,3,0.24
34484,vegetables,potatos,3,1.97
34484,legumes,black-eyed peas,2,8.23
34488,fruits,oranges,4,9.44
34488,fruits,oranges,5,9.44
34488,legumes,chickpeas,4,5.12
34488,legumes,chickpeas,1,5.12
34490,legumes,black-eyed peas,4,8.23
34490,legumes,navy beans,5,0.24
34490,legumes,lentils,1,1.73
34490,vegetables,lettuce,5,9.11
34506,fruits,grapes,3,3.2
34507,legumes,chickpeas,5,5.12
34510,fruits,apples,3,9.6
34510,fruits,oranges,1,9.44
34510,fruits,grapes,3,3.2
34510,legumes,black-eyed peas,1,8.23
34511,legumes,black-eyed peas,5,8.23
34511,fruits,bananas,2,6.72
34511,vegetables,potatos,3,1.97
34511,legumes,black-eyed peas,4,8.23
34525,legumes,lentils,2,1.73
34525,fruits,oranges,2,9.44
34544,legumes,black-eyed peas,1,8.23
34555,legumes,navy beans,4,0.24
34555,vegetables,lettuce,5,9.11
34555,fruits,grapes,4,3.2
34555,legumes,navy beans,5,0.24
34562,fruits,grapes,3,3.2
34562,vegetables,broccoli,2,2.18
34562,fruits,apples,3,9.6
34564,fruits,oranges,2,9.44
34574,legumes,chickpeas,5,5.12
34580,legumes,lentils,4,1.73
34580,legumes,black-eyed peas,1,8.23
34585,legumes,black-eyed peas,2,8.23
34585,vegetables,carrots,2,6.05
34596,vegetables,potatos,1,1.97
34601,legumes,navy beans,5,0.24
34601,vegetables,broccoli,3,2.18
34609,legumes,navy beans,2,0.24
34609,legumes,chickpeas,5,5.12
34609,fruits,grapes,2,3.2
34609,fruits,oranges,3,9.44
34611,fruits,grapes,4,3.2
34618,legumes,navy beans,3,0.24
34618,fruits,bananas,5,6.72
34618,legumes,lentils,2,1.73
34618,vegetables,broccoli,1,2.18
34627,legumes,chickpeas,3,5.12
34627,legumes,lentils,4,1.73
34628,legumes,navy beans,4,0.24
34628,fruits,apples,5,9.6
34628,legumes,lentils,2,1.73
34628,fruits,grapes,5,3.2
34635,fruits,apples,2,9.6
34643,vegetables,potatos,3,1.97
34643,fruits,grapes,3,3.2
34643,vegetables,potatos,2,1.97
34643,fruits,grapes,2,3.2
34660,vegetables,potatos,3,1.97
34660,vegetables,potatos,4,1.97
34660,fruits,bananas,1,6.72
34660,legumes,lentils,4,1.73
34672,legumes,lentils,5,1.73
34672,vegetables,potatos,2,1.97
34672,vegetables,lettuce,3,9.11
34684,fruits,bananas,2,6.72
34684,legumes,black-eyed peas,3,8.23
34684,legumes,chickpeas,4,5.12
34705,vegetables,potatos,2,1.97
34705,fruits,apples,2,9.6
34705,legumes,lentils,4,1.73
34711,vegetables,carrots,5,6.05
34711,legumes,navy beans,2,0.24
34711,legumes,lentils,5,1.73
34711,vegetables,broccoli,3,2.18
34716,legumes,black-eyed peas,1,8.23
34716,legumes,lentils,1,1.73
34716,vegetables,potatos,2,1.97
34722,fruits,grapes,5,3.2
34722,vegetables,carrots,1,6.05
34722,legumes,lentils,4,1.73
34727,vegetables,lettuce,4,9.11
34727,fruits,apples,4,9.6
34727,fruits,bananas,4,6.72
34737,fruits,bananas,5,6.72
34746,legumes,navy beans,5,0.24
34746,vegetables,broccoli,3,2.18
34746,vegetables,broccoli,5,2.18
34758,fruits,bananas,4,6.72
34758,vegetables,potatos,1,1.97
34758,fruits,bananas,4,6.72
34758,vegetables,carrots,3,6.05
34766,legumes,navy beans,5,0.24
34766,vegetables,carrots,1,6.05
34766,legumes,lentils,4,1.73
34766,vegetables,potatos,1,1.97
34773,vegetables,carrots,2,6.05
34795,vegetables,broccoli,2,2.18
34795,vegetables,broccoli,4,2.18
34795,fruits,grapes,4,3.2
34795,vegetables,lettuce,2,9.11
34799,legumes,lentils,1,1.73
34799,vegetables,lettuce,3,9.11
34799,fruits,apples,4,9.6
34809,fruits,apples,5,9.6
34809,vegetables,carrots,3,6.05
34813,fruits,apples,4,9.6
34813,fruits,grapes,2,3.2
34823,legumes,black-eyed peas,5,8.23
34823,legumes,chickpeas,2,5.12
34834,fruits,grapes,2,3.2
34841,vegetables,carrots,4,6.05
34841,fruits,grapes,5,3.2
34841,fruits,apples,3,9.6
34845,vegetables,carrots,5,6.05
34845,vegetables,lettuce,3,9.11
34845,legumes,navy beans,3,0.24
34852,vegetables,carrots,3,6.05
34860,fruits,grapes,4,3.2
34860,fruits,oranges,2,9.44
34860,legumes,chickpeas,4,5.12
34861,fruits,bananas,2,6.72
34868,vegetables,potatos,1,1.97
34882,fruits,bananas,5,6.72
34882,vegetables,carrots,5,6.05
34884,fruits,apples,2,9.6
34884,legumes,lentils,2,1.73
34884,legumes,lentils,3,1.73
34884,legumes,lentils,1,1.73
34891,vegetables,broccoli,4,2.18
34897,fruits,oranges,2,9.44
34897,fruits,grapes,3,3.2
34897,fruits,grapes,3,3.2
34902,fruits,grapes,2,3.2
34921,fruits,oranges,1,9.44
34921,vegetables,potatos,4,1.97
34921,legumes,navy beans,4,0.24
34921,vegetables,carrots,1,6.05
34927,vegetables,lettuce,3,9.11
34927,vegetables,potatos,1,1.97
34927,fruits,oranges,4,9.44
34927,vegetables,lettuce,5,9.11
34934,fruits,apples,5,9.6
34937,legumes,navy beans,2,0.24
34938,vegetables,broccoli,1,2.18
34938,vegetables,broccoli,2,2.18
34938,legumes,black-eyed peas,4,8.23
34949,fruits,bananas,5,6.72
34949,vegetables,potatos,4,1.97
34949,legumes,lentils,5,1.73
34958,legumes,navy beans,4,0.24
34968,legumes,black-eyed peas,5,8.23
34968,vegetables,potatos,1,1.97
34968,vegetables,lettuce,2,9.11
34968,fruits,oranges,4,9.44
34971,vegetables,potatos,3,1.97
34971,vegetables,lettuce,1,9.11
34971,legumes,navy beans,3,0.24
34981,fruits,apples,3,9.6
34991,legumes,lentils,5,1.73
34995,fruits,oranges,2,9.44
35001,vegetables,lettuce,2,9.11
35001,legumes,black-eyed peas,4,8.23
35001,fruits,bananas,1,6.72
35001,vegetables,potatos,4,1.97
35006,fruits,grapes,2,3.2
35006,fruits,oranges,1,9.44
35006,legumes,lentils,4,1.73
35012,fruits,grapes,4,3.2
35012,legumes,black-eyed peas,1,8.23
35021,vegetables,potatos,2,1.97
35021,legumes,navy beans,5,0.24
35027,vegetables,carrots,5,6.05
